lines_of_code,cyclomatic_complexity,num_functions,num_classes,comment_density,code_churn,num_developers,commit_frequency,avg_function_length,bug_fix_commits,past_defects,defect
4009,43,126,32,0.15,395,10,63,185,164,33,1
3001,7,195,71,0.39,370,11,124,5,199,33,1
4699,24,3,16,0.41,521,8,190,74,147,32,1
2763,40,64,98,0.37,414,9,147,92,49,16,1
3419,21,176,21,0.59,499,4,98,62,18,12,1
4645,35,123,34,0.09,196,6,81,119,117,48,1
3777,43,181,43,0.48,157,6,100,82,121,45,1
2454,11,136,57,0.32,884,10,15,84,49,18,1
3375,2,175,17,0.52,329,12,173,138,39,25,1
3596,15,61,87,0.17,114,8,35,154,5,26,1
2353,15,116,48,0.31,697,5,71,185,106,8,0
3731,5,27,85,0.5,593,3,37,75,64,47,1
3271,40,73,43,0.01,747,2,279,66,169,16,1
4424,16,198,56,0.56,386,1,52,25,25,11,1
1132,44,20,36,0.04,199,8,71,12,75,8,1
495,46,100,67,0.15,14,8,144,55,61,3,1
4981,21,138,8,0.47,854,1,270,80,47,49,1
4900,45,28,0,0.0,436,8,195,92,78,31,1
1642,9,196,11,0.31,583,14,92,33,101,19,1
2825,7,180,3,0.15,738,7,83,55,72,43,1
3866,27,130,67,0.41,248,8,82,105,29,45,1
3103,17,166,72,0.14,253,2,178,39,151,10,1
1640,2,129,81,0.06,618,6,3,6,190,4,0
2281,40,171,13,0.06,970,2,209,137,82,44,1
1611,26,186,73,0.51,587,1,56,68,190,20,1
4322,45,192,57,0.4,689,7,42,169,190,41,1
3696,8,131,17,0.22,147,5,139,101,72,3,1
4992,45,69,57,0.13,621,13,85,169,151,16,1
3288,40,118,25,0.31,765,1,269,6,45,40,1
1650,16,8,90,0.57,95,7,261,103,9,48,1
2106,20,144,18,0.5,795,5,251,52,21,35,1
4381,32,76,22,0.32,922,6,197,166,193,4,1
759,32,142,55,0.22,299,2,186,177,144,30,1
3021,35,126,77,0.56,157,3,46,123,7,28,1
2782,15,33,61,0.2,12,11,200,113,113,43,1
843,42,43,70,0.08,806,10,64,147,29,27,1
3149,32,42,64,0.43,753,12,207,136,25,20,1
2905,30,46,94,0.38,747,7,43,69,90,35,1
76,19,175,83,0.19,245,1,134,58,63,21,1
3317,24,111,42,0.15,240,7,183,95,129,21,1
134,2,88,86,0.3,951,10,75,124,94,2,1
3151,21,2,90,0.31,516,13,269,67,91,27,1
1172,42,102,40,0.43,628,12,296,115,16,1,1
61,16,70,30,0.22,825,11,280,20,102,37,1
1798,40,33,89,0.18,383,10,212,46,104,4,1
3159,39,197,3,0.14,336,5,157,129,119,0,1
1926,36,59,29,0.36,672,12,191,181,112,7,1
2669,41,172,82,0.18,410,7,237,78,135,39,1
229,2,88,94,0.11,813,14,121,172,77,47,1
846,16,156,77,0.6,842,9,267,129,19,34,1
3863,29,176,38,0.09,555,3,83,86,184,45,1
2074,7,192,45,0.58,881,10,176,65,7,44,1
3267,15,113,47,0.29,984,7,180,122,31,13,1
936,23,186,34,0.16,322,6,190,79,42,16,1
2518,5,146,60,0.3,755,14,296,171,160,48,1
3437,1,89,81,0.52,365,3,138,155,150,10,1
1569,5,165,4,0.55,497,2,96,155,94,6,1
2482,13,29,17,0.33,287,11,154,57,177,5,1
4916,26,180,85,0.52,289,5,199,114,104,27,1
966,13,61,34,0.38,452,12,279,178,153,5,1
2120,32,116,79,0.19,97,13,128,92,16,20,1
4026,29,77,51,0.55,633,9,169,97,1,6,1
1831,18,181,46,0.34,283,14,162,90,39,26,1
388,2,113,12,0.0,148,12,66,87,154,34,1
1566,27,77,20,0.14,37,3,25,99,7,12,1
2920,42,148,32,0.09,586,3,137,88,65,39,1
3632,3,67,81,0.26,436,7,244,24,194,11,1
964,30,102,28,0.35,452,10,257,175,159,49,1
3340,10,171,86,0.05,684,14,230,57,73,6,1
4620,9,186,54,0.55,426,9,237,143,68,29,1
1496,3,103,55,0.58,803,10,11,169,105,18,1
1429,22,142,38,0.1,621,12,286,123,84,42,1
1533,38,12,37,0.14,993,8,9,17,39,23,1
2124,11,33,49,0.27,686,14,6,18,67,37,1
850,6,81,37,0.25,413,9,8,111,37,3,1
1296,5,107,95,0.47,716,6,289,89,50,9,1
2787,30,12,52,0.58,880,2,111,117,23,5,1
3545,14,45,83,0.45,12,5,46,37,140,27,1
4884,2,26,70,0.1,686,13,206,55,41,15,1
3307,33,156,33,0.48,817,9,1,171,99,45,1
3927,37,101,44,0.51,400,2,74,136,6,4,1
1031,8,140,49,0.43,843,7,137,19,6,48,1
2526,10,57,50,0.5,759,4,233,189,12,30,1
2138,21,126,82,0.26,905,6,189,17,117,28,1
3002,19,132,2,0.1,5,11,196,126,111,35,1
1061,35,185,5,0.56,713,9,10,25,187,6,1
3514,18,10,98,0.31,755,14,98,9,38,42,1
2800,7,49,80,0.2,438,10,198,183,28,21,1
2176,13,45,35,0.11,296,5,201,125,76,32,1
4862,46,47,47,0.2,437,2,35,163,24,3,1
3911,12,103,41,0.57,469,8,287,10,152,39,1
2641,40,156,98,0.24,888,3,17,109,142,11,1
1523,24,12,31,0.4,965,4,92,110,73,4,0
2571,18,150,54,0.27,133,2,212,103,80,24,1
1215,38,192,55,0.54,39,5,133,160,6,21,1
3372,12,85,70,0.51,578,5,64,170,33,43,1
659,3,173,17,0.18,893,6,62,85,116,6,1
2233,25,15,80,0.29,660,8,10,48,56,15,1
2581,35,192,59,0.31,875,3,59,160,197,23,1
2911,16,103,32,0.58,418,6,37,177,189,23,1
4700,49,66,54,0.58,956,13,221,164,68,14,1
1705,48,178,4,0.15,355,6,277,124,154,47,1
1805,45,79,33,0.24,365,11,189,72,181,20,1
95,13,120,39,0.03,676,13,194,105,135,0,1
1309,24,82,45,0.39,908,13,187,174,150,11,1
4688,12,43,85,0.17,716,5,161,37,173,38,1
3282,2,161,74,0.35,77,9,24,189,131,46,1
1501,26,93,80,0.49,688,14,97,66,65,46,1
2168,46,165,22,0.03,672,10,289,55,191,8,1
2617,10,145,1,0.22,436,11,174,172,128,3,1
2042,19,154,31,0.12,545,2,249,48,2,33,1
3173,22,171,54,0.24,613,2,113,146,178,27,1
2390,24,58,70,0.27,379,6,266,12,162,23,1
4957,26,9,14,0.55,132,12,116,29,117,12,1
1538,5,21,79,0.18,946,9,14,80,129,33,1
1623,16,104,13,0.08,0,14,290,61,86,24,1
2477,37,65,47,0.08,263,3,144,52,152,29,1
1816,34,191,21,0.46,546,7,126,153,138,19,1
3599,38,73,22,0.28,801,5,96,63,124,22,1
2359,28,155,21,0.58,60,7,83,148,105,3,1
4725,12,36,18,0.26,569,5,52,104,76,14,1
2454,45,187,64,0.58,34,6,228,167,21,8,1
1492,45,95,34,0.36,215,8,161,197,181,42,1
4843,21,174,44,0.51,675,12,70,152,69,12,1
2026,32,30,85,0.39,786,3,128,78,85,9,1
4023,25,17,95,0.21,498,1,150,171,140,41,1
2540,14,105,81,0.03,123,9,230,85,99,24,1
775,47,52,98,0.05,895,11,104,82,89,35,1
3853,35,114,34,0.15,752,5,202,84,100,42,1
4431,9,175,78,0.28,269,5,83,175,16,5,1
3877,30,92,38,0.3,681,4,245,94,89,39,1
4715,42,88,54,0.38,631,12,172,86,41,40,1
3669,29,37,32,0.15,424,14,164,24,15,8,1
2937,39,99,26,0.41,499,14,53,184,22,49,1
547,31,92,68,0.57,873,7,235,160,149,41,1
4026,14,142,69,0.46,970,2,69,178,182,39,1
754,17,36,71,0.53,940,3,126,25,82,10,1
4707,25,163,26,0.3,965,2,134,51,121,13,1
4177,46,58,37,0.41,304,9,148,96,199,28,1
3731,42,178,98,0.4,94,13,22,12,21,23,1
4188,37,134,71,0.45,307,7,188,197,154,10,1
1966,27,190,80,0.09,619,2,114,28,37,4,1
1424,18,62,93,0.2,278,6,223,58,12,2,0
1895,29,38,53,0.21,891,4,79,121,137,44,1
4704,49,115,21,0.02,150,5,271,34,175,25,1
1486,18,9,39,0.23,198,4,179,51,147,26,1
3140,4,13,20,0.02,452,3,150,185,141,6,1
1420,20,80,89,0.2,330,1,218,171,173,25,1
1978,1,111,84,0.08,260,11,151,110,63,44,1
1686,45,113,17,0.02,2,10,115,76,176,41,1
141,24,23,13,0.4,642,10,151,156,144,49,1
1893,42,33,41,0.05,994,2,272,134,28,6,1
234,47,54,53,0.43,622,13,9,50,83,46,1
4873,24,45,14,0.47,613,12,138,52,51,22,1
1621,5,48,2,0.58,513,8,55,179,112,12,1
881,26,85,94,0.01,37,9,213,145,36,42,1
4490,18,68,5,0.15,35,9,78,46,192,16,1
2175,36,61,80,0.36,782,11,102,192,117,49,1
4312,1,106,1,0.03,641,2,287,52,179,4,1
313,10,52,4,0.28,958,2,25,9,172,7,1
1336,17,174,87,0.55,440,13,9,26,74,48,1
1579,35,172,29,0.6,736,7,248,189,116,33,1
1858,4,177,39,0.53,413,10,27,186,32,33,1
1927,44,165,98,0.51,579,2,14,137,167,6,1
1799,27,41,46,0.5,629,6,64,182,131,5,1
1959,11,150,97,0.57,879,11,100,86,19,25,1
2673,3,42,14,0.26,745,12,54,55,130,16,1
1247,28,58,33,0.5,630,10,246,75,139,26,1
2528,11,52,18,0.31,460,8,280,63,132,1,1
4913,3,53,48,0.37,597,2,92,125,166,47,1
2560,36,49,7,0.04,420,7,18,165,189,32,1
150,3,141,13,0.06,664,7,224,155,154,11,1
3137,25,190,48,0.15,229,6,20,35,52,12,1
1969,12,36,11,0.47,900,10,271,100,14,23,1
2341,12,180,32,0.14,75,13,189,121,160,15,1
3370,49,41,32,0.45,112,3,6,40,122,39,1
154,32,165,82,0.33,770,2,218,50,135,35,1
743,40,147,84,0.56,821,3,65,176,52,0,1
3290,10,122,49,0.3,453,10,116,60,105,22,1
3541,48,186,54,0.24,609,8,85,174,137,30,1
3442,19,119,14,0.03,577,12,85,187,178,40,1
4963,47,24,55,0.35,961,2,272,99,6,27,1
2318,43,63,82,0.09,311,5,45,189,43,40,1
3833,7,55,31,0.43,849,2,274,8,104,26,1
3562,24,123,13,0.37,970,12,204,109,4,19,1
939,39,132,94,0.5,347,6,134,59,164,32,1
839,32,25,19,0.08,665,9,177,64,62,31,1
4698,23,61,97,0.41,320,2,252,74,53,23,1
4989,19,31,83,0.38,182,4,84,7,29,40,1
708,48,149,9,0.5,570,5,194,11,130,47,1
1068,3,94,70,0.22,456,14,75,56,68,41,1
2003,25,5,66,0.47,659,7,202,186,43,36,1
1240,25,68,22,0.52,424,3,144,136,181,17,1
3756,6,133,9,0.15,664,2,246,68,71,42,1
3707,33,144,98,0.01,591,3,15,174,147,5,1
4896,33,91,80,0.25,772,6,96,148,34,47,1
2346,15,140,84,0.35,696,7,14,98,191,15,1
824,20,193,55,0.17,895,3,91,192,112,11,1
2861,43,121,29,0.08,456,11,140,185,118,3,1
1430,42,194,2,0.11,828,7,51,185,162,15,1
3232,32,171,1,0.41,766,12,144,127,93,9,1
4837,24,109,24,0.12,422,7,105,46,127,39,1
4864,3,153,68,0.47,525,10,123,130,42,18,1
4379,4,98,6,0.26,529,1,263,152,124,15,1
3147,44,174,0,0.57,473,11,1,74,149,5,1
1454,6,129,31,0.25,898,4,135,43,129,0,0
3851,19,78,96,0.38,704,2,192,36,39,44,1
1419,26,160,36,0.01,626,7,50,15,109,37,1
2114,48,189,75,0.15,318,12,249,110,13,9,1
2342,25,157,66,0.41,311,5,38,198,34,31,1
2815,25,48,18,0.53,66,7,69,37,195,36,1
2867,10,120,61,0.54,57,11,173,7,30,34,1
766,38,83,23,0.15,842,6,66,62,69,24,1
4090,20,94,22,0.36,798,8,299,160,127,15,1
1761,5,23,63,0.03,394,9,37,99,126,19,1
1275,42,69,86,0.39,548,5,288,102,64,45,1
58,44,120,71,0.04,141,1,243,30,42,25,1
647,35,99,87,0.2,648,7,227,105,3,3,1
4168,5,181,73,0.57,793,8,51,175,36,21,1
1658,35,71,43,0.18,896,1,168,83,43,2,1
3081,3,128,3,0.54,961,8,208,42,46,0,1
3717,41,87,76,0.58,475,1,193,171,171,16,1
2296,32,108,27,0.56,186,2,23,188,13,0,1
3676,36,154,23,0.1,650,10,67,136,5,39,1
4121,30,71,90,0.35,898,8,52,51,164,34,1
2872,49,21,63,0.22,132,14,236,155,42,10,1
141,39,127,31,0.03,168,6,69,165,189,22,1
900,29,60,41,0.33,147,13,107,101,186,47,1
1157,26,55,17,0.47,876,8,18,115,149,43,1
349,45,125,5,0.54,842,13,150,180,112,1,1
2393,25,107,92,0.32,243,8,191,38,176,22,1
1527,12,111,26,0.42,398,5,177,37,143,21,1
1132,18,68,42,0.1,443,4,20,117,8,10,1
3006,26,88,90,0.09,234,5,285,157,165,22,1
2968,15,95,34,0.46,675,3,50,161,22,21,1
1415,5,12,40,0.14,720,14,267,190,7,49,1
2850,33,108,0,0.37,182,11,190,87,140,0,1
3586,41,136,67,0.43,151,13,204,138,62,46,1
4001,9,17,95,0.34,194,7,261,74,150,42,1
2159,32,43,94,0.6,567,4,70,95,135,1,1
825,13,9,4,0.4,964,10,291,116,85,42,1
1502,43,17,48,0.49,683,5,58,37,195,45,1
1731,28,144,41,0.06,840,9,268,73,4,17,1
2353,23,51,66,0.32,974,7,213,113,177,16,1
1901,24,35,12,0.56,206,4,7,11,124,37,1
1947,41,52,49,0.42,518,10,93,89,51,23,1
3468,31,77,12,0.26,851,7,130,93,197,6,1
3647,5,12,60,0.28,941,4,14,191,149,5,1
1377,46,115,21,0.23,938,3,166,57,128,27,1
664,48,94,47,0.04,176,1,109,33,76,46,1
294,2,195,84,0.23,765,7,158,165,25,29,1
806,47,197,18,0.49,637,10,52,9,104,24,1
873,30,120,78,0.23,508,8,139,158,142,3,1
2877,49,141,46,0.5,16,13,181,22,97,3,1
3857,5,13,79,0.12,259,4,126,61,154,13,1
2829,10,156,53,0.03,120,3,158,91,11,29,1
1896,47,121,69,0.26,572,14,23,16,138,21,1
1290,36,47,21,0.25,741,11,70,46,3,20,1
4661,36,172,80,0.47,534,14,258,32,171,32,1
523,7,191,44,0.52,698,6,71,121,168,7,0
4181,29,197,68,0.03,811,14,213,25,108,5,1
3299,32,148,7,0.4,299,6,245,103,11,44,1
1842,27,92,96,0.0,955,2,239,176,147,9,1
1784,1,36,54,0.4,348,2,80,165,50,5,1
4975,20,45,1,0.43,958,3,187,161,20,30,1
3992,34,125,82,0.28,537,10,64,37,126,48,1
994,36,112,56,0.06,859,6,262,153,176,35,1
1561,26,125,68,0.28,725,3,122,185,181,48,1
4131,23,82,69,0.38,932,14,30,164,17,10,1
4576,33,185,35,0.48,529,4,165,117,97,42,1
908,1,87,83,0.46,621,3,148,90,40,26,1
3610,3,91,41,0.5,17,12,157,34,70,19,1
279,35,130,86,0.16,62,4,132,119,125,6,1
2467,35,42,65,0.38,366,14,233,83,187,22,1
227,13,104,84,0.17,400,13,233,14,158,43,1
3978,33,50,54,0.19,637,7,151,119,139,26,1
2665,13,31,17,0.31,580,3,80,86,179,40,1
1663,22,82,73,0.13,528,10,147,119,129,37,1
2890,5,176,92,0.26,81,14,250,134,37,38,1
2997,17,80,96,0.21,233,6,234,117,52,46,1
1824,43,154,72,0.08,959,13,193,176,30,18,1
3921,10,25,22,0.13,278,13,32,43,34,18,1
131,27,35,83,0.4,788,14,222,85,51,3,1
895,15,111,35,0.11,809,8,87,195,152,0,1
2859,45,73,82,0.23,11,1,251,182,112,1,1
1266,42,34,53,0.43,94,5,90,167,138,8,1
4763,9,173,8,0.23,147,5,37,76,119,47,1
3310,7,23,46,0.12,772,14,122,20,146,40,1
3195,10,106,96,0.33,566,2,22,78,70,10,0
2313,41,91,67,0.41,76,14,198,146,168,30,1
2387,13,74,79,0.42,972,3,69,174,69,36,1
494,16,16,79,0.58,878,3,129,176,154,48,1
972,34,4,3,0.01,161,10,175,117,121,28,1
4338,8,182,47,0.53,770,7,137,67,177,23,1
4434,31,95,20,0.22,637,11,175,183,156,15,1
2680,28,68,94,0.5,866,11,223,31,84,31,1
1217,7,114,50,0.56,244,8,37,193,78,45,1
4013,34,53,88,0.31,87,6,67,71,70,13,1
3491,33,142,80,0.45,716,1,120,149,26,47,1
3562,4,80,9,0.44,425,6,219,118,184,3,1
945,38,111,99,0.14,435,3,21,149,128,42,1
3772,26,83,54,0.02,536,4,245,92,55,21,1
2110,2,122,34,0.56,664,13,4,69,19,37,1
3084,32,131,70,0.13,889,5,98,169,59,24,1
2437,39,42,14,0.13,699,14,189,12,84,3,1
1947,42,195,10,0.5,639,6,117,142,128,41,1
1849,41,178,33,0.58,692,11,10,57,41,12,1
4457,2,20,9,0.43,991,2,66,7,140,37,1
2830,26,183,67,0.12,734,10,136,162,10,12,1
1177,47,194,7,0.23,278,5,141,138,56,20,1
388,27,53,16,0.51,790,6,254,104,69,18,1
4504,15,154,92,0.24,191,2,155,10,197,30,1
1222,21,19,30,0.49,978,8,198,131,48,43,1
2858,48,117,32,0.54,900,2,298,148,89,47,1
4913,27,124,25,0.05,919,11,143,96,170,15,1
3079,34,191,61,0.0,516,1,245,142,20,0,1
2139,49,117,5,0.1,671,5,163,98,2,42,1
4347,11,114,59,0.06,658,6,30,109,92,14,1
3067,23,33,20,0.27,849,12,187,130,38,27,1
4609,22,111,72,0.49,229,6,140,122,179,18,1
498,23,98,60,0.2,642,2,57,109,60,22,1
4943,1,28,57,0.1,822,5,298,129,107,45,1
843,12,48,16,0.17,58,6,169,175,139,36,1
486,25,53,7,0.21,450,1,43,130,154,20,1
4676,6,184,66,0.25,989,12,266,96,36,34,1
4710,49,177,7,0.18,659,13,177,172,130,45,1
1670,49,63,88,0.22,722,7,240,189,91,7,1
3551,34,142,89,0.21,857,12,90,131,180,43,1
2969,28,115,96,0.05,450,7,209,97,2,48,1
4358,25,157,1,0.47,620,4,96,32,57,16,1
998,18,53,97,0.06,168,5,154,156,12,27,1
3994,47,26,98,0.1,250,6,200,102,75,43,1
1177,1,123,70,0.38,714,9,292,71,5,23,1
241,32,161,89,0.38,161,7,149,170,146,41,1
4062,29,197,84,0.46,622,10,9,143,183,27,1
3810,20,106,34,0.44,508,12,107,136,184,48,1
3780,46,194,74,0.58,661,10,183,159,3,4,1
1453,13,73,70,0.29,697,13,144,40,101,44,1
2040,12,19,35,0.55,335,2,5,134,28,1,1
1154,8,122,77,0.4,323,2,237,23,87,38,1
4850,39,187,2,0.34,340,7,85,129,31,38,1
598,8,78,30,0.05,851,2,107,55,82,31,1
3498,18,131,76,0.12,17,11,46,126,83,42,1
1911,21,186,9,0.42,53,12,204,194,60,27,1
4299,28,149,49,0.47,263,5,170,142,68,44,1
620,31,46,33,0.32,48,8,246,38,121,16,1
1834,15,101,50,0.22,339,13,36,72,132,34,1
2337,39,168,23,0.55,364,1,291,42,130,42,1
2471,33,70,35,0.58,363,9,173,166,136,8,1
4022,38,194,99,0.06,239,9,293,9,165,35,1
854,23,57,13,0.44,85,10,262,124,107,27,1
848,16,134,62,0.48,221,11,146,148,49,10,1
3325,24,119,90,0.15,989,14,205,40,124,30,1
660,21,187,32,0.29,335,1,287,21,194,48,1
1856,46,39,53,0.47,891,10,96,68,35,3,1
4288,8,126,37,0.53,764,3,291,5,147,37,1
3310,42,69,66,0.56,259,12,153,6,98,29,1
4417,17,74,26,0.03,475,5,92,70,111,31,1
3421,15,52,99,0.03,626,5,195,77,139,19,1
2523,14,111,31,0.1,931,8,29,98,31,6,1
2143,20,103,27,0.19,388,13,267,138,36,40,1
2192,32,38,14,0.29,761,13,224,158,129,16,1
4051,11,71,92,0.14,425,13,199,166,119,25,1
3130,38,111,80,0.44,87,7,123,147,135,7,1
4604,32,74,9,0.5,653,6,192,64,5,45,1
1482,4,185,16,0.4,677,11,210,116,24,21,1
2567,29,135,88,0.1,751,1,4,78,7,29,1
2907,5,36,39,0.12,429,1,104,34,162,36,1
555,43,50,44,0.27,607,8,37,173,85,2,1
1146,12,72,46,0.31,423,14,270,197,45,14,1
4229,43,40,61,0.18,170,7,223,105,173,1,1
4204,39,40,9,0.25,166,5,2,191,31,42,1
1094,23,51,60,0.34,958,5,237,64,4,23,1
2254,33,90,48,0.22,803,11,171,88,119,15,1
3952,16,20,79,0.58,950,8,197,140,70,30,1
1402,44,2,68,0.56,414,13,230,11,144,46,1
1646,11,110,57,0.21,412,6,181,26,151,8,0
625,8,151,58,0.46,509,2,252,141,84,12,1
729,33,81,93,0.14,619,4,207,47,17,2,1
4348,48,169,31,0.45,172,6,198,118,7,15,1
3762,34,185,17,0.43,104,9,271,42,53,6,1
3878,21,149,60,0.13,164,7,159,22,132,46,1
1179,38,39,75,0.45,850,7,103,122,6,31,1
3954,17,154,90,0.01,22,3,79,119,79,16,1
3243,49,95,27,0.42,175,9,11,91,174,15,1
367,34,72,19,0.08,724,13,87,42,199,31,1
3746,41,51,31,0.23,814,9,116,37,148,11,1
4551,3,71,53,0.11,132,4,160,196,7,25,1
3046,24,21,86,0.1,103,7,299,59,46,11,1
3644,22,58,2,0.28,707,9,224,163,105,43,1
3259,10,178,2,0.56,41,6,58,198,94,19,1
2592,5,23,82,0.33,374,5,52,30,32,44,1
728,41,77,80,0.16,844,10,74,101,153,36,1
1939,31,119,31,0.53,172,2,9,153,114,23,1
1693,24,42,94,0.22,199,2,218,156,184,38,1
884,46,42,56,0.03,635,3,60,48,158,40,1
2291,11,92,8,0.44,502,14,255,112,124,46,1
2405,48,168,98,0.1,72,7,172,132,195,45,1
1718,14,155,80,0.46,475,9,114,123,150,19,1
2603,46,96,15,0.46,919,13,131,175,98,30,1
330,4,148,79,0.32,51,10,224,167,55,30,1
2812,8,190,85,0.34,744,5,94,146,126,43,1
4753,7,13,28,0.18,144,13,288,180,199,6,1
4628,35,170,74,0.04,201,14,51,89,12,15,1
1296,32,127,9,0.05,340,4,253,79,12,24,1
1822,22,66,48,0.16,532,5,32,16,173,33,1
2214,22,43,98,0.21,53,4,28,167,40,7,1
241,46,49,68,0.57,903,9,230,11,147,16,1
2885,43,91,15,0.6,642,14,177,8,11,11,1
2715,26,140,12,0.05,523,8,246,65,29,27,1
2613,36,40,6,0.15,591,6,167,181,57,3,1
356,29,124,24,0.01,268,11,230,169,124,39,1
581,4,92,97,0.37,757,11,152,196,24,44,1
4267,31,120,23,0.43,670,7,36,126,111,1,1
2746,22,196,51,0.14,87,10,147,35,191,6,0
4737,8,132,49,0.08,214,12,295,105,130,11,1
108,21,92,2,0.02,88,3,122,154,35,18,1
1623,15,42,66,0.41,694,3,175,57,34,10,1
1190,48,140,34,0.27,184,7,281,154,159,10,1
1860,4,113,35,0.49,512,14,211,167,45,31,1
3248,42,22,84,0.42,837,3,28,46,14,16,1
3526,5,68,50,0.42,121,6,241,11,167,16,1
4544,36,89,32,0.31,808,1,274,100,65,32,1
2612,2,114,54,0.44,970,5,113,170,69,45,1
2902,8,72,22,0.38,118,14,32,61,116,25,1
991,47,71,36,0.18,563,8,219,101,75,33,1
4673,4,136,82,0.58,268,6,41,153,184,13,1
1824,13,18,85,0.37,115,12,33,61,6,23,1
1471,14,90,50,0.55,141,10,133,105,150,25,1
485,9,60,11,0.58,878,8,255,139,126,42,1
889,28,189,97,0.2,655,1,34,126,55,2,1
4051,38,31,44,0.54,218,3,284,45,65,15,1
4505,12,113,78,0.27,381,10,240,86,17,25,1
2731,28,6,75,0.54,894,11,13,113,147,1,1
1700,13,146,45,0.38,971,12,112,187,140,49,1
1295,21,54,76,0.17,498,11,276,63,118,47,1
2311,38,168,50,0.54,253,4,126,123,192,39,1
965,26,179,35,0.47,936,8,29,84,88,39,1
2689,25,89,23,0.18,366,8,194,55,30,7,1
3939,22,164,69,0.16,20,2,16,112,186,35,1
4531,8,6,21,0.51,347,14,245,113,68,46,1
1376,37,23,76,0.33,232,12,7,168,34,43,1
3408,40,48,74,0.21,995,4,40,56,83,32,1
1635,45,100,63,0.2,842,11,253,132,20,38,1
3418,22,148,48,0.43,255,9,44,167,36,29,1
438,13,189,30,0.49,94,12,165,188,110,25,1
2841,37,87,58,0.37,258,9,83,136,165,19,1
3382,14,183,35,0.2,475,13,225,161,154,38,1
753,18,87,82,0.26,863,8,271,24,151,39,1
2870,47,117,97,0.22,924,2,62,58,199,24,1
1109,33,36,88,0.37,446,11,145,74,178,25,1
4224,7,110,58,0.56,123,4,265,9,154,41,1
1348,10,45,86,0.38,292,12,17,30,95,8,0
1351,30,86,73,0.55,438,4,165,24,10,14,1
723,34,87,16,0.58,355,3,144,80,191,30,1
2409,45,42,90,0.39,959,13,233,199,186,45,1
4349,3,73,70,0.29,852,6,96,101,89,45,1
4162,40,29,91,0.58,424,6,192,62,64,6,1
4621,12,21,58,0.47,173,5,58,170,47,4,1
3632,36,190,13,0.57,953,2,61,158,2,25,1
1066,31,165,14,0.36,991,3,108,65,143,49,1
259,23,165,88,0.5,639,8,29,24,5,24,1
548,8,158,67,0.1,156,5,25,164,13,35,1
478,1,195,24,0.17,646,1,229,116,181,41,1
3689,35,33,77,0.55,779,7,148,77,189,43,1
3201,47,61,41,0.17,829,13,85,191,182,24,1
2155,15,48,8,0.21,680,8,18,162,36,20,1
1603,28,171,16,0.42,10,7,70,175,190,32,1
3256,12,80,30,0.25,700,6,296,99,187,23,1
2619,1,156,17,0.55,128,7,24,167,171,4,0
2678,11,20,14,0.13,362,9,207,106,179,45,1
1926,37,43,32,0.35,966,7,20,64,15,36,1
1117,49,74,77,0.25,884,12,27,154,130,33,1
1556,2,28,37,0.3,724,3,142,181,156,32,1
3063,45,109,69,0.43,926,12,180,128,114,17,1
1717,35,100,25,0.3,8,3,34,23,151,14,1
4638,45,8,95,0.47,721,9,161,75,189,41,1
4750,8,103,55,0.08,982,3,7,197,32,39,1
4116,31,88,18,0.17,632,14,274,88,185,14,1
997,21,65,22,0.52,966,3,132,163,86,0,1
4439,45,145,49,0.15,710,11,28,13,94,15,1
1221,3,60,25,0.02,371,12,151,151,172,39,1
221,25,148,74,0.27,226,6,249,56,50,0,0
4676,41,141,76,0.2,996,12,116,6,75,47,1
1193,28,141,84,0.22,584,2,65,157,52,4,1
1909,28,159,48,0.21,44,5,98,107,135,39,1
2238,2,22,41,0.15,453,3,133,60,149,6,1
2543,8,15,22,0.47,868,10,110,77,22,38,1
3627,1,79,98,0.03,117,7,277,102,77,6,1
238,21,47,93,0.3,633,10,285,93,150,37,1
4126,15,36,55,0.31,295,9,14,80,171,13,1
207,8,96,50,0.03,250,6,96,76,86,0,1
2767,40,13,38,0.0,33,9,166,11,16,10,1
2020,22,25,14,0.31,319,10,100,54,91,4,1
295,39,53,66,0.49,573,5,148,66,109,1,1
2953,20,86,71,0.11,919,13,115,29,100,32,1
2845,13,195,41,0.02,82,11,108,39,144,43,1
3874,26,169,47,0.2,649,3,288,29,78,3,1
2427,39,116,46,0.24,787,12,194,172,155,41,1
899,7,29,45,0.23,950,11,265,149,91,41,1
1860,11,169,41,0.57,982,9,284,41,80,35,1
4036,31,68,37,0.05,643,1,291,187,10,43,1
2176,34,54,48,0.25,396,2,38,130,12,8,1
4314,11,168,70,0.16,243,4,67,199,116,29,1
3080,24,149,86,0.28,474,10,89,145,64,33,1
2357,25,95,53,0.2,305,7,56,84,35,35,1
3126,33,98,48,0.07,994,9,76,141,188,42,1
2394,29,145,98,0.21,498,10,214,192,196,32,1
669,21,117,18,0.49,670,13,258,152,195,31,1
2952,49,90,2,0.29,923,9,249,31,52,34,1
2457,33,89,42,0.5,460,3,232,15,121,26,1
4502,45,4,74,0.24,205,13,268,104,23,7,1
3054,6,60,83,0.1,738,13,136,118,54,13,1
3964,37,103,44,0.45,909,10,3,91,33,17,1
2536,2,166,33,0.48,660,3,188,189,140,39,1
3452,42,194,41,0.41,104,14,134,28,179,8,1
3646,30,52,84,0.24,941,8,181,65,79,15,1
1727,28,195,80,0.45,9,9,39,112,153,30,1
4089,32,157,94,0.36,746,1,118,114,63,23,1
